reporter	gene	a15234.R	a15234.G	a15235.R	a15235.G	a15236.R	a15236.G	a15237.R	a15237.G	a15238.R	a15238.G	a15239.R	a15239.G	a15240.R	a15240.G	a15241.R	a15241.G	a15242.R	a15242.G	a15243.R	a15243.G	a15244.R	a15244.G	a15245.R	a15245.G	a15246.R	a15246.G	a15247.R	a15247.G	a15248.R	a15248.G	a15249.R	a15249.G	a15250.R	a15250.G	a15251.R	a15251.G	a15252.R	a15252.G	a15253.R	a15253.G
PU05207	UB44DPB07	29117	35346	47672	46627	2665.5	3938.5	1858.5	3222.5	33446.5	31047	42366	34381.5	2881	4486	3685	3771	35564.5	36194.5	34552.5	36815	2985.5	3098	2025	2336	34619	31274.5	3137	4013.5	4089	3623.5	1683	2097.5	36996	40849.5	3812.5	5093	2052.5	2299.5	1686.5	2762.5
PU05015	UB42BPG06	31439	37924.5	47885	50642	19192	2238	11978.5	8126	35685	34519.5	49221.5	39217	19170.5	2562.5	22894	9878	44471.5	39976.5	36829.5	39167	17599	3013	12934	2544.5	37666.5	32995	20330.5	1674.5	26737.5	1599	11086.5	844	38286.5	52663.5	15541.5	63850.5	9868	47976.5	8932.5	64732
PU04841	UB31BPE09	12065.5	15360.5	15489.5	17735	666	743.5	513.5	707.5	13063	14022	17241	12718.5	780.5	862	900.5	638	17419	15391.5	13473.5	14715.5	716.5	643	339.5	405.5	13511	11517.5	669.5	515	734.5	359.5	238	163.5	12546	16062.5	752	4090.5	512	2132	443.5	2253
PU04649	UB29DPG04	2199	2603.5	3061	3232.5	39.5	111	12	82.5	2325.5	2229	3135	2225.5	127	289.5	144.5	171	3560.5	2970	2349.5	2482.5	58.5	90	6.5	37.5	2569.5	1900	78	124.5	75.5	46.5	0.5	24	2605	2694	178	698	41.5	198	5	217
PU04835	UB31BPE03	10078.5	14221.5	13180	17476	521.5	1324.5	427.5	1180.5	10579.5	12380.5	16171	12730	678	1290	863	1329	15652	14815.5	10250	13029.5	636	556.5	348.5	337	12013.5	11234	555	191	720	160	259.5	60.5	9394	12271	656	541.5	393	281.5	399	293.5
PU04643	UB29DPF06	1585	2422.5	3664.5	4184.5	3	48	7.5	201.5	2446	3174	1928	1756	28.5	90.5	162.5	296.5	3416	3586.5	1730	2509.5	29	43.5	0.5	30	1973	1966.5	80	189.5	26.5	73.5	0	19.5	1693.5	2046.5	77	44	13.5	36.5	0	19.5
PU04829	UB31BPD09	12173.5	17153	18643	21566	0	71	6.5	88	12161.5	13869.5	18085	15267.5	17.5	115.5	85	122.5	15409	17207.5	12173.5	15445	7.5	68	0	10	14621.5	12795	38.5	75.5	14	8	0	2	10917	13878	44.5	69.5	0.5	54	0	29
PU04637	UB29DPE07	16513	23862	26414	29604	164.5	474	107	313	16513.5	19391.5	26965	22109.5	210.5	549.5	336	455.5	20483.5	22891	16449	20726.5	183	281.5	66.5	130.5	21216.5	18257	282	431	265.5	297	38.5	98	18660	22420	353	608	110	180.5	53	154.5
PU04823	UB31BPD04	28050.5	38716.5	40693	43669	1032	1443.5	785	1160.5	28329.5	31805	37489	31621.5	1048	1476	1510	1497	32844	34977.5	27885.5	32779	1186	1361	739	922	32661	27619	1171	1736	1311	1375.5	637.5	992	27445	33170	1205	1912.5	928.5	1121	720.5	1084.5
PU04631	UB29DPE02	8640	10804.5	11351.5	11418	1173	2937	997	4266	7665	7727.5	12628.5	8864	1327	3089.5	1616	4942	9819.5	8686.5	8364	9515	1372	333	1060.5	262.5	9357.5	7426.5	1637.5	210	1710.5	141	548.5	17.5	9999	9538.5	1996.5	71	1055.5	46.5	1015.5	30.5
PU04457	UB20CPA11	572.5	821.5	1276	1483	67	63.5	17.5	154.5	793	965	919	767	89	102.5	161	178	1131	1226.5	843	1155.5	102.5	88.5	31	67	954.5	739.5	143.5	142	142	139.5	0.5	39	930	1294.5	104	1231.5	98.5	529	77	583.5
PU04265	UB18CPG04	761.5	1066.5	1551.5	1894.5	0	9.5	0	32	1003.5	1095.5	1125	892	0	32.5	0	39.5	1356	1583.5	1003	1283	0	41.5	0	19.5	1130	1021.5	3.5	82.5	0	19	0	1.5	1125	1302	12.5	76.5	0	69.5	0	3.5
PU04451	UB20CPA03	3370.5	4034.5	6184	6474	32	26	26	77.5	3657.5	3762	5738.5	4808	47.5	122	105.5	90	5637.5	5604	4240	5301	67	112	8	52	4809.5	4088	79	151.5	69.5	87.5	0	38.5	3265.5	3882	183.5	831	111.5	385	0	245
PU04259	UB18CPF07	17630	22618	28408	31457	124	118	129	785	18216	19355	31703	26327.5	188.5	202.5	248.5	875	27205.5	25494	19964.5	23327	148.5	133.5	67	72.5	24993	22085.5	188	174	303	172.5	21.5	55	21258.5	26709.5	278.5	421	154.5	204	45.5	83.5
PU04445	UB19CPH10	1749.5	2902.5	3361	4891	5542.5	9707	4278.5	9623.5	2160.5	3524	2811	3084.5	6831.5	12825.5	6790	8998.5	3521.5	5094.5	2330.5	3994	6209	9260.5	4466	7510	3113	1846	8845	4491	11013	4128.5	4751.5	2464	3058	3171.5	9160	11352	7613.5	6745.5	5517	5671.5
PU04253	UB18CPE10	644.5	1032	1492	1948	2082	3104	1522.5	2574	879.5	1198.5	1103.5	955	2084.5	3679	3024.5	2759	1527.5	1790.5	853	1310	2281.5	2976.5	1667	2295.5	1199.5	1001.5	2217.5	2589.5	2829.5	2232	1192	1326.5	1168.5	1519	2325	3728.5	1371	1685	1498	2084.5
PU04439	UB19CPH02	1230	1609	2538.5	2818	0	6.5	0	29	1541	1671	1749	1381.5	0	25	0	27.5	2564.5	2188.5	1668.5	2076	0	14	0	5	1699.5	1503	0	41	0	7	0	0	1921.5	1999	0	30	0	33.5	0	8.5
PU04247	UB18CPE06	919	1398.5	2145	2433.5	79.5	178	22.5	152	1199	1319	1308.5	1109	77.5	185.5	177	288	2111.5	1888	1161	1543	127.5	150	8.5	51	1172	1165	107	119	146	106	0	4	1422	1661.5	227	446	63	200.5	11.5	157.5
PU03923	UA53DPG10	2685.5	4074.5	4621	5144	1563	2376.5	1020.5	1586.5	2754	3102	4166.5	3209	1553	2125	2503.5	2053	3531.5	3980	3085	3852.5	1492.5	1603.5	1193	1361.5	3407.5	2951.5	1833	1924	2195	1659.5	738	803	3760	4143.5	2373.5	3756	1159	1769	1034.5	1816
PU03917	UA53DPG03	685	1061	1426	1728	3368.5	5033.5	1838.5	3348.5	796	947	1011	956.5	2711	4399	4840	4630	1224.5	1568.5	788.5	1261	3269.5	3485.5	2184.5	2674.5	1032.5	1011	3620.5	6484.5	4422	5544	1481	2698	1143	1271.5	4807	3835.5	2619	1865	2008.5	1695
PU03911	UA53DPF07	323	552	843.5	1127.5	877	1116.5	524.5	1553.5	467	588	557.5	381	739.5	1219.5	1021.5	1584	679.5	789	468	568	827	475	560.5	305	586	486.5	867.5	351.5	1104	252	310	77.5	659	868.5	1137	2770.5	467.5	1106.5	475	1224.5
PU03905	UA53DPE05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	22	0	0	0	0	0	0
PU03731	UA40BPE12	1829.5	2304.5	4068	4234	2150.5	47.5	1378	124	2504.5	2679	2194	1511.5	2040.5	103	2846.5	157	3780.5	3257	2247	2647.5	2065	52	1303.5	18	2277.5	1756	2224.5	85.5	2863.5	57	1012	1	2395.5	5157.5	2171	20919	1318	9183	1251	10884
PU03539	UA38BPE10	13299.5	16715.5	21965	22526.5	1663.5	2341	1087	852	13253.5	13887	20644	16601	1492.5	2232.5	2338	886	18223	17221	15695.5	18077	1632	2448	1059	1909	16342.5	14475.5	1644	3819	2239	3344.5	794.5	1939	12654.5	15365	2310.5	1179	1047.5	493	1059.5	487
PU03725	UA40BPD07	1756	2329.5	3894.5	4263.5	4237	2309.5	3157.5	4042.5	2338	2380	2484.5	1775.5	5412.5	3183.5	5391.5	3920	3757	3160.5	2098.5	2541	5314	2297.5	3243	1527.5	2382	2052	4471.5	3522.5	5654	3216.5	2730	2056.5	2536	5468	3503	17880.5	2443.5	11059.5	1746	8987.5
PU03533	UA38BPC12	1706.5	2526	4162	4335.5	0	11	0	30.5	2452.5	2881	2180	1903.5	0	40	6.5	47.5	3813	3674.5	2162	2887.5	0	27	0	12	2230.5	1935.5	0.5	68	0	31.5	0	1	2319	2421	32	61.5	5	65	0	7.5
PU03719	UA40BPC11	25181	32630.5	39083.5	41079.5	288	715.5	241	770.5	24966.5	26387.5	39663.5	30390.5	360.5	798.5	493.5	727	29495	30267.5	26605.5	30605.5	449	565.5	231	297	29036.5	25285.5	397.5	300.5	631.5	291.5	131	68.5	31369	31633.5	662.5	1107.5	401	564	221	390.5
PU03527	UA38BPB03	11363	15358	17890	18831.5	1618	3281.5	1276	3548.5	11276	12511	16257	12755	1797	3245	2467	3810.5	14511.5	14478.5	11461	13593.5	1782.5	1791	1462	1681.5	13832.5	10861	1893	1186.5	2119	890.5	823	429	11813	11905.5	2249	2869	1314.5	1407.5	1284.5	1429.5
PU03713	UA40BPB01	22507.5	28854.5	34502.5	35174.5	1396	2778.5	977.5	2091	21657	22409.5	32959	25774	1170.5	2241	2039	2863	27698	27245.5	21920.5	25731	1371.5	1523.5	899.5	1092	27855.5	20454.5	1615	673.5	1965.5	519	622.5	231.5	23703	23824.5	2002.5	2525.5	1032.5	1190	843.5	1265
PU03521	UA38BPA07	2748	3687	4972	4972.5	10	20	32.5	66.5	3096.5	3176	2788.5	2196	17.5	50.5	113.5	106	3962	3953.5	2437.5	3422	55.5	73.5	0	34	3008	2329.5	78.5	342	107.5	252.5	0	59	2946	3077.5	106	22.5	36.5	51.5	0	25
PU03347	UA20CPF05	33126	41097	56352	57545	645.5	987.5	377	416.5	37573	35806.5	54757	40965	605	1042.5	834	376.5	45552.5	40468	37560.5	40416.5	653	1211	488.5	1019	41351.5	34836.5	629.5	1811	1011	1724	309	1009.5	42754	44670.5	896.5	947.5	518.5	406.5	441.5	399
PU03155	UA18CPG11	47778	54479	65535	65535	1319.5	2014	869.5	1389.5	55361	53621.5	65535	60807	1315	2066.5	1625	1508.5	56014.5	59277	54281.5	58849.5	1400.5	1728	1027.5	1354	56989	52026	1444.5	1762.5	1966	1678.5	689	831.5	57217	63518.5	1859	2525	961.5	1053	870.5	1105.5
PU03341	UA20CPE12	30419.5	38910.5	47850.5	49232.5	1029	1942.5	952.5	2358	31748	32854	41558.5	32963.5	1463.5	2961.5	1604.5	2378	39442	38546.5	31806.5	36201.5	1616.5	1600	1061.5	1078	36481	30001	1438	1048.5	1886.5	924	954	666.5	29773.5	38896	1614	2608.5	1190.5	1586	880.5	1451.5
PU03149	UA18CPF10	19796	37525	54654.5	54136.5	1435.5	2128	1051.5	2148.5	33386.5	33557.5	47648.5	38591.5	1448	2462	1904.5	2439.5	48415.5	41756	36747	39344	1458	1369.5	1027.5	1076	39313.5	34457	1608	1593	2088	1476	824.5	759.5	39470	47119.5	1906.5	3283.5	1048.5	1586	964.5	1686
PU03335	UA20CPD07	34274	42946	51930.5	52543	24.5	46.5	85.5	211	35862	37145	42903	33441	14.5	72	156.5	155	44802.5	40609	36477.5	41006	114	117.5	62.5	94	38438.5	32160.5	82	105.5	87	57	0	6	32842	39452.5	115	770.5	81	403.5	36	514
PU03143	UA18CPE09	1950.5	2837.5	4738.5	5836	2558.5	5428.5	1886	4895	2814.5	3473	2311	2332.5	2292	5522.5	3491.5	5548.5	4108.5	3830.5	2414.5	3042.5	2535.5	1835.5	1817.5	1489.5	2476	2000	2675.5	528	3468	489	1266	240	2517.5	2694.5	3532.5	3100.5	1691	1214.5	1634	1298.5
PU03329	UA20CPC12	1436.5	2236	3604	4758.5	2376.5	2787.5	3187	9130	2223	2584.5	1924	1737	2225	2868	3290.5	5418	3364	4147	1859.5	2794.5	2312	2250	2980.5	5145.5	2041	1484	1967	919.5	2417	768.5	999.5	393.5	2097	2638.5	2676	7759	1564	3458.5	1878.5	4438.5
PU03137	UA18CPD07	1428	2014	3716.5	4024.5	1050	1406	635.5	1022.5	2062.5	2240	2024.5	1564.5	855.5	1277.5	1699	1172	3172	3035.5	1907.5	2331.5	1056	1156.5	765	927	2098.5	1759.5	1246.5	1659.5	1683	1459.5	465	649	2374.5	2735	1711	2599	826	1088.5	654	1082
PU02968	B008P08	526	1219	1414	2452	5802.5	15104	3951	14554	762.5	1553	943	1344.5	4854.5	14661.5	8134	15552	585	1441.5	669	980.5	5903.5	4336.5	4970.5	4085	873	339.5	6066	1038.5	7377.5	796.5	2934.5	425	1031.5	600.5	8117	673.5	4467	326	4377	323
PU02779	B008P01	2122.5	3719.5	4973.5	6554.5	27885	48304	21731	42346	3107	4681.5	3570.5	4293	26149.5	39998	40738.5	45804.5	3959.5	5775	2644.5	4490.5	27756.5	29320.5	24643.5	28307	3544.5	2808.5	31368.5	24881.5	38912.5	20647.5	13701	11023	3767	4236	38397	40608	21749.5	19896	20357.5	22662
PU02962	B007P16	2519.5	3762.5	6201.5	7157.5	32943.5	35113.5	29543	35186.5	3378.5	4833	4843.5	4446.5	33129.5	35233	48771.5	34674.5	4904.5	6636.5	3420.5	5158	36039	27658.5	28226	23521	4610.5	3996.5	39234.5	31153.5	48095.5	27017.5	20029	15969.5	5190	14340	39853	65516	24344.5	49582	19587	56000.5
PU02773	B007P12	2748.5	3774.5	5323	5178.5	764	1255.5	519.5	1090.5	2970	3137	3312.5	2739	596	1023	1219	1310.5	4275.5	4156.5	2757.5	3737	774	630.5	593.5	606	3617	2796.5	871	1114.5	994	880.5	303	370.5	3292	3439.5	1311.5	2032	565.5	850	429	855.5
PU02956	B006P57	261	391	897.5	975.5	0	40	37.5	143.5	565	596	547.5	418.5	28	136.5	101.5	145	690	874.5	432	575.5	49	83	26.5	64.5	591	422.5	38.5	89	33.5	55	0	20.5	521.5	696.5	89.5	285	44	95	3	89
PU02767	B006P40	519	719.5	1386.5	1491.5	464	809	364	1087.5	789	976	643	387.5	494.5	956.5	633	956	1009.5	1209.5	602	821.5	548.5	502	464.5	476	681.5	552.5	565.5	423	748.5	368.5	159	85.5	648	819	754	1585.5	430	584	316.5	655
PU02951	B005P80	313	887	1093.5	2064	3567.5	9099	3598	10459	488	1067	653	905.5	4142	9425	5498	9945.5	709.5	859	364.5	636.5	4848	3457.5	3714.5	3239.5	516.5	178	5259.5	1151.5	6097	935.5	2459.5	503	447	345	6331.5	2568	3019	1031.5	2934.5	1088
PU02761	B005P62	1365.5	1630	3083	3060	2141	2702.5	1670	2353	1838	1997.5	1909	1435.5	1908.5	2668.5	2622	2289	2953	2538	1747	2117	2009.5	2035	1719.5	1759.5	2029.5	1509	2140.5	2349	2668.5	1956	1011.5	1136	1715.5	2058.5	3014.5	6838.5	1340	2633	1245.5	2889.5
PU02587	A085P38	2358.5	2775	5560	5026.5	14713	10983.5	11869	6626	3281	3428.5	3415	2378.5	12799	10448	18382	5833.5	4889.5	5430.5	3041.5	4372	13408	16671.5	12081	17273.5	3896	4817	13158.5	40597.5	17649	37404.5	6613.5	20536.5	3336	3146.5	16332	12718.5	9037	4973	9377.5	5796
PU02395	A085P30	2135	2050	4629	3842.5	8567	246.5	6669	174	2738.5	2393.5	3261	1762.5	7357	253.5	11572.5	129	4692.5	5213.5	2718.5	4121	8206	12314.5	6467.5	10925	3452	4516	8058	34745.5	11063	32028.5	4287	17702.5	3162	2262.5	12501	641.5	5698.5	246.5	5481	236
PU02581	A084P61	514	799	1688.5	1769.5	8261	10755.5	6403	6477	902.5	1409.5	1146.5	1038	6901.5	9367.5	11737	6903	1748.5	2342.5	817	1613.5	8274.5	11702	6562	9620.5	1091.5	1386	8620.5	14714.5	11193	13222.5	4315.5	7231	1111	1229	13408	10391	5634.5	3831.5	5270.5	4056
PU02389	A084P57	135	234	580.5	781.5	732.5	937	585.5	786	337.5	488	209	67.5	594	851.5	1127	804.5	566.5	729.5	269.5	475	767	800.5	585.5	712	312.5	264.5	754.5	1200.5	974	1026.5	266.5	454.5	427.5	621.5	1321	2823	574.5	1152	456.5	1072.5
PU02575	A084P17	154	384	809.5	1075	1377.5	1964.5	1079	2742	424	573	287	248.5	1169.5	1835	2212	3001.5	355.5	994.5	259.5	439	1506	1236	1107.5	1250	322	185.5	1454	410	1840	322.5	574	165	508.5	962.5	1227.5	5148	1034.5	2411.5	930.5	2488
PU02383	A084P10	1326	1661.5	3309.5	3372.5	8270	10275.5	6151.5	8280	1844	2197.5	1974	1692	7347.5	8912.5	12912	9975	2391.5	3017.5	1631	2210	8475.5	6747	6862	5845	2135.5	1899.5	9432.5	12462	12127.5	10988	4218.5	5399	2666	4319.5	12888.5	29344.5	6129	12892.5	4356	12598.5
PU02569	A083P54	240.5	419	989.5	1122	629.5	178	464.5	183	560	720	332	157.5	498	177	1044	222.5	673	965	396.5	580.5	556.5	222	425	152.5	434.5	439	725.5	1779	859.5	1475	217	672.5	678.5	1129.5	1110	4459.5	489	1736	378.5	1690.5
PU02377	A083P47	1410.5	2104.5	3345	3658	6714.5	12432.5	5257	10304	1790	2262.5	1941	1804.5	4881	9494	10722.5	13507.5	2494.5	2982	1531.5	2348	6372	6517.5	5038	5501.5	1803	1448.5	7802	5386	9910	4555.5	3022.5	1983	2583	2579.5	11604	7415	5185	3175.5	3996	2852
PU02203	A071P47	5411.5	8723.5	11876	16262	26284	52085.5	21054	53997	6994	9218.5	8615	9043.5	27793	46364.5	33671.5	52081	9281.5	9742	6508	8588.5	29890.5	26685.5	25604	23139	7609	4955	32021	8953	42854	8476	19617.5	5355.5	5873.5	5194.5	37552	10506	21032	4432.5	22050	5125.5
PU02011	A071P37	1445	2790	3878.5	5590.5	25772.5	40385	19878	39344.5	2124.5	3689	2925	3632.5	25848.5	40797.5	32339.5	35152	3105.5	5530.5	1769	3896	26367.5	36745	22534	32648	2333.5	1853	31168.5	22689	39915.5	20380.5	14609.5	10796	2005	704	34907.5	1013.5	20309.5	403	18315	410
PU02197	A070P70	1388.5	1809.5	3306.5	3199	235	462.5	269	648.5	2270	2075.5	1695.5	1273.5	311	664.5	445.5	596.5	2385	2259	1701.5	2014	362.5	401	283.5	402	1700	1198	314.5	252.5	432	255.5	90	79.5	1825.5	1807	499	859	275	371.5	213.5	284.5
PU02005	A070P58	4407	6048.5	9273.5	10618.5	11384.5	24266.5	9650	22995	5139	6130.5	7055	6368.5	10461.5	24916	14318.5	22097	7954	7572.5	5026.5	6540	11929.5	13847	9989.5	13038.5	5946.5	4419	12101	6591.5	16192	6044.5	6751	3532	5482	4939.5	15013.5	3373.5	8269.5	1537	8007.5	1596
PU02191	A070P10	100	332	482	863	1258.5	2593.5	1176	2646.5	272	474.5	238.5	210	1213	2630	1837	2517.5	403.5	498.5	177.5	312.5	1453.5	1550	1252	1435	182	123	1375.5	1266	1910	1022.5	649	521	282.5	430.5	1472.5	2735.5	982	1166.5	901.5	1317
PU01999	A070P05	245	446	914	953.5	2734	2579.5	2153.5	1990	527.5	743.5	569	373	2416	2388	3636.5	2126.5	892	1012	442.5	739.5	2884.5	2443.5	2165	2164	613	783	2734	6333.5	3528	5562	1477.5	3400	671.5	921.5	3994.5	5728.5	1860	2489	1730.5	2666
PU02185	A069P30	1025	1461.5	2528	2564.5	0	12	0	33	1672	1775.5	1180	762	0	37	34	73	2156.5	1998	1307.5	1646.5	0	55.5	0	26	1293.5	1086.5	0	88	10.5	26.5	0	7.5	1513.5	1475.5	24.5	58.5	0	57	0	19.5
PU01993	A069P24	219.5	615.5	590.5	1209	2872	5145	2156.5	5914.5	374	699.5	415.5	505.5	2717.5	5120	4090	6000.5	631.5	769.5	295.5	531.5	3156	3034	2264.5	2670	398	246	2977	2546.5	3984	2377	1440.5	1173.5	571	561	4350.5	3904.5	2482.5	1807	2055	1593.5
PU01819	A059P14	2311	3032.5	5173	4928.5	1367	2173	1088.5	2740.5	2889.5	2827.5	2948.5	2179	1130.5	1898	2179.5	3062.5	3767	3977.5	2572.5	3351	1398.5	1432	1171	1268	2854	2169	1353	480	1696.5	408.5	618	164	3185.5	3109.5	1933.5	3498	999	1690.5	914.5	1801.5
PU01627	A058P77	5119.5	8056	10989.5	13048.5	20059	52136	17046	44229.5	6520	9640	8342.5	9733.5	18743.5	40388	33300	47397.5	8734.5	9146	6188	7702	24190	19355	20603	17172.5	8235	4369	30597	2984.5	37652.5	2470.5	13107	1257.5	8687.5	5271	37257	721.5	19000	320	16316.5	309
PU01813	A058P11	2875.5	3693	5756	5576.5	3820	10057	3063	6290.5	3361.5	3743	3565	3346	3067.5	7506	5611	7627.5	4675.5	4854	3102.5	3882.5	3682.5	4321	2920.5	3649.5	3804	2355.5	4495	1257.5	5073	926	1783.5	494.5	4345	3324	5720.5	605.5	2798.5	292	2291	253
PU01621	A058P04	2185.5	3818.5	5053	6829	26951	50315.5	23517.5	47371.5	2926	4634.5	3840	4564	21449	39245.5	37853.5	54565.5	3871	4548.5	2234	3737	29049	25602	24350.5	22036.5	3121.5	1928	36253.5	14393.5	44859	11645	16372.5	6147	4464	4128	39541	36855	24588	17248.5	20719	16419.5
PU01807	A057P30	250	434	1039	1269.5	4966	6486	3657	6350.5	482.5	703.5	694	661	4800.5	6230.5	5559.5	5219.5	768	1272	414.5	759.5	5073.5	5234.5	4232	4438	628.5	698	5337.5	6180.5	7129	5648	2721.5	3132	508.5	993.5	5478	12910	3249	5773	3269.5	6440
PU01615	A057P17	1322	1707.5	3857	3835.5	18399.5	25315	15718.5	16237.5	2358	3246	2278.5	2347	16557	26185.5	22448.5	12622.5	3007	4769	1687	3425	18118	27300.5	17041.5	27446.5	1515	1439	18733.5	9229.5	24279	8321.5	9201.5	4657.5	1670.5	2980.5	22312	40700	11687	23595.5	12211.5	25725.5
PU01801	A056P49	288	388	868.5	940	2097.5	3095.5	1511.5	2094	454.5	699.5	492.5	371	1782	2911	2600	1850.5	730	992	341	649.5	2059.5	3181	1558.5	2707	416	359.5	2044.5	2234.5	2651	1935	981	1030	391	567	2900	2641.5	1291	1108	1172	1060.5
PU01609	A056P43	436.5	450	1295.5	1190.5	5338.5	2505.5	3931.5	2047	741	756	648.5	424.5	4431	2633	6321	1870.5	1203.5	1440	613.5	982.5	5010.5	6040.5	4140	5203.5	849.5	1224	4965	13158.5	6496	12377.5	2390	6303.5	746.5	1028	7376	13986	3276.5	5463	2832	6674.5
PU01435	A045P54	82	287	646	686	2048.5	1115.5	1789.5	1359	391.5	387.5	334.5	171	2071	1198	2854.5	1220.5	621	627.5	291.5	479.5	2036	1446	1773.5	1308	459	669	2217.5	6276	2893.5	5539.5	939	2739.5	410.5	844	2411.5	6881.5	1407	2692	1287	2950.5
PU01243	A045P43	1533	2226	3627.5	4208.5	4366.5	6923.5	3386.5	7942.5	2211.5	2330	2157	1710.5	3737.5	6513	5917.5	8224.5	3336	3160	1917	2393.5	4210	2920	3212.5	2494.5	2170.5	1599	4441	2632	6023.5	2333	2210.5	1205	2412	2507	7313.5	9576	2874.5	3474	2528	3690.5
PU01429	A044P79	1333	2183	3306	4540	25434	50686.5	22472	38322	2209.5	4144	2383.5	3229.5	22542	42598.5	38169	37121.5	2857	4638	1539.5	3444	25341	38923	23634	38938	2029.5	2104	26602	23107.5	35003.5	20749	15400.5	12929.5	2048.5	744	37319	2295	21158	1152.5	21936.5	1320.5
PU01237	A044P72	65.5	72	520.5	479	2050	89.5	1373.5	130	262	227.5	214	0	1499	168.5	2898	107	535	1000.5	231.5	552	1891	3192.5	1460.5	2680.5	324.5	774.5	2082.5	8245	2576	7228	884	3570	316.5	334.5	2998.5	709.5	1364	258	1206	233
PU01423	A044P28	116.5	297.5	596.5	740.5	405.5	799.5	277.5	758	296	446.5	227.5	137.5	310.5	621	723	888.5	364	845.5	208.5	298	366.5	294	298	256	239	182.5	458.5	299	609	226.5	103.5	59.5	398.5	702.5	662	1513.5	305	630	192.5	573.5
PU01231	A044P14	912.5	1330.5	2620	2696	7735	10881	7560.5	10176.5	1476	1875.5	1530	1352.5	7746	11458	11713	8833	1842.5	2644.5	1252	1921.5	8729	10197	7674	9584.5	1601	1416	7867	11085.5	9556.5	9402	4132	5908.5	1705	2151.5	10538.5	16136	6306.5	8764	5677	8633
PU01417	A043P47	1662.5	3083.5	4307	5974	23384	43041.5	19427	39237	2751	4345	3397	4305.5	19221	36838	33144.5	40640.5	3815	4500	2210	3296	23326.5	18630.5	20369.5	17117.5	3220	1574.5	27391	13533.5	31627	11221.5	12362.5	5889.5	4072.5	6977	31039	47291	17200	29080.5	14995	30122
PU01225	A043P39	1168	1841.5	2766.5	3214.5	5208	4850.5	4084.5	9701.5	1575.5	1659.5	1420.5	1085	3917	4061.5	7559	11904.5	2083	2127	975	1542.5	4940.5	2045.5	3718.5	1586	1545.5	878.5	5856	1508	6798.5	1040	2290.5	523.5	2192	3719.5	7782.5	23823.5	3664.5	9988	3047.5	9538
PU01051	A028P55	2747	3473	6884	7994	35074.5	45161	28940.5	38042	4260.5	5612.5	4710.5	4728.5	33733.5	43190	40897	32038	5278.5	7215.5	3308	5714	37531.5	39327.5	31266	35269	4444.5	5483.5	37952	48863	53945.5	47618	22360.5	29667.5	3139	3153.5	38575.5	38793	27739.5	18189.5	24665.5	18764
PU00861	A028P42	1163.5	2714.5	5132	6400	12012.5	25266.5	9667	24826.5	2730.5	3743	2662.5	2998	10981	24987	14075	21163	3894	4311.5	1954.5	3089.5	12264	12902	10568	12253.5	1900	1807	11966.5	9005	15791.5	8260.5	6072.5	4213.5	1894.5	1722	17289	6968.5	8235.5	2982.5	7744	2996.5
PU01045	A027P78	431	910.5	1453	2078	3252	5593	2442	5294	713	1166	778	933	2956.5	5376	4127	5305	1052	1362.5	538	943	3299	3048	2542.5	2520.5	685	557.5	3320	2286.5	4468	2071	1843.5	1223.5	664	749	4401.5	3406.5	2266	1466.5	2057.5	1533.5
PU00855	A027P66	816.5	915	2218	2048.5	9941.5	6040.5	7371	5627	1259.5	1252	1366.5	830.5	8711.5	6243	12514.5	5890	1904	2171	1059	1536.5	9853.5	8434	7485	6631.5	1403	1670.5	9704.5	15399.5	13027	14785.5	4955.5	7655	1331.5	2628	12883.5	32094	6393.5	14294	5604	15811.5
PU01040	A027P16	870	1189	2297	2726	6400.5	10368	5358.5	6963.5	1357.5	1991	1212	1254.5	5344.5	9621	8084.5	6741.5	1918.5	2495.5	1113.5	1872.5	5866	7731	4964	6962	1274	1210.5	6145.5	7931.5	8129	7367	3029	3926.5	1269	1518.5	6920.5	8006	4216.5	3486	3799.5	3825
PU00849	A027P06	563	778	1554.5	1815	7565	11352	5378	7692	848.5	1292.5	863	761.5	6031	10423	10020	8012.5	1345	1619	715	1170.5	7233.5	8374.5	5891.5	7212	847	949.5	6656.5	11113	9529	10424.5	3770.5	5513.5	967.5	1437	11108	19282	5081	7965.5	4299.5	7660.5
PU01034	A026P34	594.5	1007	1822.5	2343	4892.5	7969	3573	5918.5	1130.5	1554	911.5	942.5	3716.5	7245	6666	6477	1572	1973	805.5	1360	4604.5	5641	3555	4550.5	909.5	856	4772.5	4635.5	6434	4194	2476	2203	1182.5	1220	7121.5	5011	3256	2074.5	2859	2115.5
PU00843	A026P19	1277.5	4247	3623.5	8636.5	19553.5	27050	16563.5	53746	1917.5	2860	2744.5	2813.5	19220	28238.5	28540.5	60470.5	3112	2474	1508	1617	23171.5	10411.5	20356	9835	2271.5	790.5	26470.5	4649	31365	3787.5	13081	2200.5	2405	1738	34337.5	15935.5	17284	6996	15991	7627
PU00669	A016P42	115	236	374.5	772	3203	4801	2092	4115.5	232	369.5	276	290.5	2476.5	4155.5	4763	5030.5	354	774.5	134	361	2965.5	2789.5	2243.5	2262	271.5	216	3289	3008	4527	2662.5	1483.5	1310	435	825	5131	8668	2314.5	3278.5	1660.5	2787
